curbcut	stopid
Yes	"19,059"
No	"15,644"
Yes	"15,288"
No	"2,290"
No	"1,305"
No	"1,308"
No	"1,312"
No	"1,332"
No	"17,483"
No	"17,519"
Yes	"17,523"
Yes	"17,549"
Yes	"17,553"
No	"17,582"
Yes	393
Yes	394
Yes	396
No	"15,976"
No	"17,428"
No	"17,429"
No	"17,433"
Yes	"19,050"
Yes	250
Yes	"17,983"
No	"18,796"
Yes	"18,804"
No	"18,805"
Yes	"19,787"
Yes	"19,722"
Yes	"19,723"
Yes	"19,610"
Yes	"19,611"
Yes	"15,492"
Yes	"15,654"
Yes	"15,700"
Yes	"15,707"
Yes	"15,713"
Yes	"2,449"
No	"2,456"
Yes	"2,457"
No	427
No	353
Yes	61
No	"21,164"
Yes	"1,801"
No	"1,810"
No	"1,336"
No	"17,010"
Yes	"17,019"
Yes	"17,022"
Yes	"17,026"
Yes	"17,027"
Yes	"15,429"
Yes	"2,018"
Yes	"19,443"
Yes	"19,445"
No	"18,881"
Yes	"19,446"
Yes	"19,449"
No	"19,455"
Yes	"19,305"
Yes	"16,429"
Yes	"16,435"
Yes	"16,711"
Yes	"16,735"
Yes	"16,737"
Yes	"16,963"
Yes	"16,964"
No	168
Yes	"17,320"
Yes	"15,482"
Yes	"17,344"
No	176
Yes	"1,839"
Yes	"19,465"
No	"19,469"
Yes	"19,473"
No	"1,929"
Yes	"17,231"
Yes	"19,316"
Yes	"14,826"
Yes	"19,328"
No	"2,163"
Yes	"2,167"
Yes	"2,172"
No	"18,598"
No	"18,605"
No	"18,607"
No	"18,608"
No	"18,621"
Yes	"19,335"
Yes	"19,368"
No	"19,369"
No	"1,362"
No	"1,384"
No	"1,385"
Yes	"18,293"
Yes	"18,297"
Yes	"18,312"
Yes	"1,151"
Yes	"16,998"
Yes	"19,637"
Yes	"19,645"
Yes	"19,657"
Yes	"19,658"
No	"19,669"
Yes	597
Yes	"10,329"
No	"1,203"
No	"1,210"
Yes	635
Yes	209
Yes	213
Yes	"18,216"
No	"1,346"
Yes	"18,235"
Yes	"18,241"
Yes	643
Yes	"21,136"
Yes	"16,560"
Yes	"16,566"
Yes	"15,194"
Yes	"15,196"
Yes	"5,150"
Yes	"5,281"
Yes	"5,229"
Yes	"17,201"
Yes	"18,250"
Yes	"18,254"
Yes	"18,261"
Yes	"18,268"
Yes	617
Yes	"19,966"
Yes	"19,969"
No	"19,981"
No	"15,956"
Yes	"15,844"
Yes	"15,883"
Yes	"15,889"
Yes	"15,890"
Yes	"15,892"
Yes	"18,575"
No	975
Yes	"15,742"
Yes	"15,775"
Yes	"15,978"
Yes	"17,117"
Yes	"20,630"
Yes	"13,428"
Yes	"15,060"
Yes	"13,392"
Yes	"15,057"
Yes	"15,920"
Yes	"15,921"
Yes	"14,941"
Yes	585
Yes	"16,002"
Yes	"16,347"
Yes	"12,058"
Yes	"2,668"
Yes	"2,670"
Yes	"2,718"
Yes	"2,686"
Yes	"17,110"
Yes	"16,045"
Yes	"16,140"
Yes	"17,271"
Yes	"17,286"
Yes	"17,367"
Yes	"17,379"
Yes	"17,381"
No	"4,656"
Yes	"16,440"
Yes	"16,443"
Yes	"16,448"
No	"16,461"
Yes	122
Yes	"8,712"
Yes	"3,105"
Yes	589
Yes	"3,119"
Yes	"3,120"
Yes	"15,747"
Yes	"15,753"
Yes	"15,758"
Yes	"15,768"
Yes	"15,781"
Yes	"15,623"
No	"15,640"
No	"18,585"
Yes	"16,702"
Yes	"2,677"
Yes	"3,081"
Yes	"2,707"
Yes	"2,687"
Yes	34
Yes	"2,667"
Yes	"20,345"
Yes	"2,889"
Yes	"2,893"
Yes	"2,854"
Yes	"14,882"
Yes	674
Yes	675
Yes	695
No	697
Yes	"15,807"
Yes	"15,808"
Yes	"15,825"
Yes	"15,831"
No	"20,657"
Yes	488
Yes	36
Yes	"2,696"
Yes	"21,212"
Yes	"3,056"
Yes	"3,073"
Yes	"3,046"
Yes	421
Yes	69
Yes	"20,423"
Yes	"10,255"
Yes	"15,789"
Yes	"15,819"
Yes	"15,820"
Yes	"15,698"
Yes	"15,929"
No	313
Yes	"22,373"
Yes	"19,994"
Yes	"20,003"
No	298
Yes	"15,105"
Yes	"15,096"
Yes	"14,932"
Yes	"4,459"
Yes	"4,464"
Yes	"4,557"
Yes	"14,939"
Yes	"19,047"
No	514
Yes	"8,545"
No	"8,528"
Yes	"9,392"
Yes	"18,586"
Yes	"12,784"
No	521
No	"12,438"
No	"20,011"
Yes	"14,845"
No	"20,019"
No	"20,020"
Yes	"2,083"
No	"2,443"
Yes	"18,024"
Yes	"19,476"
Yes	"20,957"
Yes	"16,374"
No	"19,045"
Yes	"15,000"
Yes	537
Yes	"20,427"
Yes	"14,860"
Yes	"19,128"
No	"19,130"
Yes	"19,236"
Yes	"19,245"
Yes	"16,079"
Yes	"17,817"
Yes	"17,893"
Yes	"17,896"
Yes	"17,899"
Yes	"17,905"
Yes	"17,911"
Yes	"14,924"
Yes	"16,394"
Yes	663
Yes	"21,251"
Yes	"16,224"
Yes	55
Yes	"19,254"
Yes	"19,257"
Yes	"19,261"
Yes	"19,264"
Yes	"19,618"
Yes	"19,146"
Yes	"19,148"
Yes	"19,160"
Yes	"19,161"
Yes	"19,163"
Yes	"18,537"
Yes	"16,331"
Yes	"21,225"
Yes	"16,353"
Yes	"16,362"
Yes	"18,502"
Yes	552
Yes	560
Yes	"20,609"
Yes	"20,616"
Yes	"20,618"
Yes	"17,692"
Yes	"17,711"
Yes	868
Yes	870
Yes	879
Yes	"18,519"
Yes	737
Yes	"18,558"
Yes	"16,277"
Yes	"17,663"
Yes	"17,955"
Yes	"17,968"
Yes	"18,054"
Yes	"18,066"
Yes	"16,288"
Yes	"16,301"
Yes	"16,305"
Yes	"16,309"
Yes	"16,313"
Yes	"18,578"
Yes	"18,495"
Yes	"19,034"
Yes	"16,024"
Yes	133
Yes	"6,841"
Yes	"14,997"
Yes	520
Yes	"7,657"
Yes	"17,541"
Yes	"17,557"
Yes	"17,560"
Yes	"17,567"
Yes	"17,608"
Yes	"17,630"
Yes	"17,651"
Yes	"17,654"
No	719
Yes	"16,243"
Yes	"16,245"
Yes	"16,247"
Yes	723
Yes	"16,251"
Yes	"16,944"
Yes	"16,951"
No	847
Yes	"18,090"
Yes	"18,102"
Yes	851
Yes	"18,119"
Yes	"18,124"
Yes	"18,131"
Yes	"18,139"
No	"18,141"
No	"17,359"
Yes	"17,361"
Yes	"19,694"
Yes	"18,841"
Yes	"16,186"
Yes	"16,529"
Yes	"16,532"
Yes	"16,533"
Yes	"16,545"
Yes	"3,168"
Yes	"3,121"
Yes	"2,742"
Yes	"16,720"
Yes	"16,721"
Yes	"16,935"
Yes	"16,743"
Yes	413
Yes	414
Yes	"17,388"
Yes	"19,543"
No	"19,556"
No	"1,139"
Yes	"19,573"
Yes	"19,575"
Yes	"3,582"
Yes	"2,801"
Yes	595
Yes	"2,764"
Yes	"2,767"
Yes	"3,101"
Yes	"3,160"
No	13
Yes	"21,224"
No	605
No	606
Yes	"1,985"
Yes	"14,817"
Yes	"18,678"
Yes	771
No	126
Yes	"19,491"
Yes	"19,492"
Yes	"19,493"
Yes	"19,494"
Yes	"19,501"
No	"19,512"
Yes	"14,979"
No	"2,793"
Yes	"7,363"
Yes	686
No	"19,203"
No	"15,384"
Yes	"19,205"
Yes	"19,206"
Yes	"17,389"
Yes	"17,390"
No	169
No	"17,301"
Yes	678
Yes	681
Yes	"17,828"
No	840
Yes	"17,908"
Yes	"17,914"
Yes	"17,919"
Yes	744
No	"1,215"
No	"1,675"
Yes	"19,489"
Yes	"16,602"
Yes	"16,613"
Yes	"19,819"
Yes	"19,823"
Yes	"18,197"
Yes	"16,754"
Yes	"16,757"
Yes	"16,759"
Yes	"16,762"
Yes	"16,773"
Yes	"16,790"
No	"2,149"
Yes	"15,999"
Yes	"16,802"
Yes	"17,460"
Yes	"16,647"
Yes	"16,656"
Yes	"16,667"
Yes	"19,806"
Yes	"16,680"
No	"19,748"
No	"18,685"
No	"18,686"
Yes	"18,689"
No	"18,690"
Yes	829
No	831
Yes	"18,188"
Yes	"19,585"
Yes	"19,588"
Yes	821
Yes	"17,487"
Yes	823
No	"19,893"
Yes	"19,896"
Yes	"19,903"
No	"19,913"
Yes	"19,918"
Yes	"17,945"
Yes	"20,058"
No	"16,481"
Yes	"16,489"
No	804
No	568
Yes	574
Yes	575
Yes	"20,039"
No	"20,045"
No	"13,804"
No	"13,801"
Yes	"20,070"
No	"4,663"
Yes	"15,461"
Yes	"15,509"
No	"15,514"
Yes	"15,523"
Yes	"19,488"
No	509
No	"15,077"
No	"15,138"
Yes	345
Yes	"15,233"
No	360
No	368
Yes	"1,024"
No	"1,031"
No	"15,424"
Yes	"15,431"
No	"1,038"
No	"1,049"
Yes	337
Yes	14
Yes	"15,330"
Yes	"10,011"
Yes	"11,112"
Yes	"5,757"
No	81
No	"1,936"
Yes	"1,895"
No	"1,902"
No	"2,134"
Yes	"18,380"
Yes	"16,204"
Yes	"18,426"
Yes	"18,429"
Yes	"18,430"
Yes	"18,438"
No	"14,836"
Yes	"17,973"
Yes	"17,976"
Yes	"17,982"
Yes	"17,990"
Yes	"17,978"
Yes	"18,143"
Yes	"18,149"
Yes	"3,742"
Yes	"4,359"
Yes	"15,004"
Yes	"4,330"
Yes	"4,373"
Yes	"4,337"
Yes	"4,345"
Yes	"4,346"
No	"21,218"
No	894
Yes	"3,743"
Yes	920
No	"20,220"
Yes	"17,128"
No	"1,342"
Yes	"18,161"
Yes	"16,472"
Yes	"16,473"
Yes	790
Yes	"16,475"
No	"18,854"
Yes	"1,972"
Yes	"18,912"
No	"1,387"
No	"1,261"
Yes	"15,583"
Yes	"18,891"
Yes	"18,893"
Yes	"15,608"
Yes	"15,616"
No	"18,701"
No	"18,702"
No	"1,988"
No	"18,713"
No	"18,714"
No	"18,715"
Yes	304
No	386
Yes	19
No	26
No	278
No	280
No	"20,376"
Yes	"20,382"
No	"20,385"
Yes	"20,393"
Yes	"16,194"
Yes	"19,479"
Yes	"19,481"
Yes	"19,483"
Yes	"6,062"
Yes	"16,930"
Yes	"15,540"
Yes	"15,544"
Yes	444
No	"15,553"
Yes	43
Yes	"13,188"
Yes	"3,028"
Yes	"8,704"
Yes	"2,712"
Yes	"5,140"
No	"1,260"
No	"1,270"
Yes	"16,068"
Yes	"16,073"
Yes	"15,019"
No	"15,025"
Yes	"15,028"
Yes	"15,031"
Yes	"17,766"
No	"1,252"
No	"1,253"
No	"1,258"
No	"12,305"
Yes	"6,065"
No	"15,037"
No	"15,045"
Yes	"14,895"
Yes	"14,901"
No	"1,076"
Yes	"16,412"
Yes	"1,058"
Yes	"17,679"
Yes	"17,691"
Yes	"17,697"
No	"17,698"
Yes	"13,806"
Yes	"13,811"
Yes	"17,780"
Yes	"14,084"
Yes	"17,749"
No	"1,133"
Yes	"17,792"
Yes	"17,726"
Yes	"17,727"
Yes	"17,735"
No	"1,228"
No	"1,236"
Yes	"17,638"
Yes	"1,105"
Yes	"1,113"
Yes	"1,121"
Yes	"18,171"
Yes	"18,175"
Yes	"1,128"
No	"16,423"
Yes	"16,426"
No	"1,087"
Yes	"1,089"
Yes	"17,085"
Yes	"17,147"
Yes	"17,153"
Yes	"17,156"
Yes	"1,052"
Yes	"17,449"
Yes	"17,456"
No	"17,496"
Yes	"6,423"
Yes	"6,461"
Yes	93
Yes	95
Yes	"1,003"
No	966
No	967
No	987
Yes	988
No	941
No	946
Yes	"5,287"
Yes	"17,168"
No	"1,289"
No	"1,290"
No	"1,295"
No	"1,298"
Yes	"5,605"
Yes	"13,111"
Yes	"13,106"
Yes	"20,800"
No	"20,805"
Yes	"20,810"
Yes	"20,826"
Yes	"20,970"
Yes	"20,692"
Yes	"20,843"
Yes	"20,746"
Yes	"20,749"
Yes	"20,750"
Yes	"20,765"
Yes	"20,773"
Yes	"21,531"
Yes	"20,668"
Yes	"20,676"
Yes	"6,251"
Yes	"21,198"
No	"21,944"
Yes	"3,555"
No	"20,973"
Yes	"20,985"
Yes	"20,986"
Yes	"21,009"
Yes	"20,700"
Yes	"20,710"
Yes	"20,711"
Yes	"20,721"
Yes	"20,404"
No	"23,583"
No	"23,585"
Yes	"23,586"
No	"23,590"
No	"23,664"
Yes	"23,668"
Yes	"23,909"
Yes	"23,911"
Yes	"23,914"
Yes	"23,598"
Yes	"22,847"
Yes	"23,613"
Yes	"23,536"
Yes	"23,537"
Yes	"23,624"
Yes	"23,626"
Yes	"23,657"
No	718
Yes	"21,663"
No	"21,668"
Yes	"21,679"
No	458
Yes	"20,465"
Yes	"20,468"
Yes	"20,469"
Yes	"20,472"
Yes	"20,482"
Yes	"20,490"
Yes	"20,491"
Yes	"20,492"
Yes	"5,648"
Yes	"20,459"
No	"20,845"
No	"14,863"
Yes	"20,933"
Yes	"20,941"
Yes	"20,942"
No	"20,953"
Yes	"21,202"
Yes	"20,901"
Yes	"20,918"
No	"20,923"
Yes	"20,878"
Yes	"20,883"
	"21,246"
Yes	"20,605"
No	"21,625"
Yes	"21,044"
Yes	"20,715"
Yes	"21,620"
Yes	"9,366"
Yes	"9,347"
Yes	"9,367"
Yes	592
Yes	598
No	"21,359"
Yes	"21,363"
Yes	"21,365"
Yes	"22,122"
Yes	"21,370"
No	"21,375"
Yes	"21,377"
Yes	"21,390"
Yes	"21,398"
Yes	"21,442"
Yes	"21,449"
Yes	"21,450"
Yes	"21,458"
Yes	"21,470"
Yes	"21,474"
Yes	"21,486"
Yes	"20,565"
Yes	"20,567"
Yes	"20,579"
Yes	"22,091"
Yes	"22,095"
No	"21,284"
Yes	"21,285"
Yes	"21,295"
Yes	"21,301"
Yes	"21,305"
Yes	"21,316"
Yes	"21,324"
Yes	"21,329"
Yes	"21,331"
Yes	"21,343"
Yes	"21,351"
Yes	"20,516"
Yes	"20,519"
No	"20,520"
Yes	"20,526"
Yes	"21,974"
Yes	"14,066"
Yes	"21,964"
Yes	"21,265"
Yes	"9,268"
No	"3,866"
Yes	"6,257"
Yes	"21,268"
Yes	"21,959"
Yes	"21,955"
Yes	"21,938"
Yes	"1,137"
Yes	"1,138"
Yes	"21,947"
Yes	"21,954"
Yes	"21,791"
Yes	"21,977"
Yes	"21,999"
Yes	"22,005"
Yes	"22,006"
Yes	"22,023"
Yes	"21,804"
Yes	"21,805"
Yes	"21,825"
Yes	"21,832"
Yes	"21,643"
Yes	"21,856"
Yes	"21,872"
Yes	"21,878"
Yes	"21,880"
Yes	"21,510"
Yes	"21,524"
Yes	"21,891"
Yes	"21,911"
Yes	"21,918"
Yes	"21,933"
Yes	"22,044"
Yes	"22,048"
Yes	"22,051"
Yes	"22,056"
Yes	"22,060"
Yes	"22,064"
Yes	"22,067"
Yes	"22,071"
Yes	"22,222"
Yes	"22,223"
Yes	"22,225"
Yes	"22,232"
Yes	"22,234"
Yes	"22,235"
Yes	"22,239"
Yes	"22,241"
Yes	"22,242"
Yes	"21,584"
Yes	740
Yes	"23,024"
Yes	"21,447"
Yes	"22,247"
Yes	"22,259"
Yes	"22,262"
Yes	"22,266"
No	"21,753"
Yes	"21,754"
Yes	"22,290"
Yes	"22,297"
Yes	"22,306"
Yes	"22,309"
Yes	"22,207"
Yes	"22,334"
Yes	"22,339"
Yes	"22,353"
Yes	"22,355"
Yes	"21,495"
Yes	"21,514"
Yes	"21,257"
Yes	"22,368"
Yes	"22,131"
Yes	"22,135"
Yes	"22,148"
Yes	160
Yes	"22,170"
Yes	"22,178"
Yes	"22,183"
Yes	"21,550"
Yes	"21,552"
Yes	"22,201"
Yes	"21,685"
Yes	"21,611"
Yes	"21,630"
Yes	"21,632"
Yes	"21,634"
Yes	"21,651"
Yes	"21,662"
Yes	"21,693"
Yes	"21,699"
Yes	"21,703"
Yes	"21,710"
Yes	"21,742"
Yes	"21,743"
Yes	"21,788"
Yes	"22,608"
Yes	"22,615"
Yes	"22,617"
Yes	"22,618"
Yes	"22,619"
Yes	"22,622"
Yes	"22,643"
Yes	"22,660"
Yes	"22,662"
Yes	"22,690"
Yes	"22,706"
Yes	"22,708"
No	"22,711"
Yes	"22,727"
Yes	"22,433"
Yes	"22,492"
Yes	"22,496"
Yes	"22,501"
No	"22,508"
Yes	"22,516"
Yes	"22,551"
Yes	"22,565"
Yes	"22,573"
Yes	"22,581"
Yes	"22,582"
Yes	"22,583"
Yes	"22,600"
Yes	"23,459"
Yes	"23,464"
Yes	"23,757"
Yes	"23,769"
Yes	"23,780"
Yes	"23,790"
Yes	"23,794"
Yes	"23,796"
Yes	"23,798"
No	"22,733"
Yes	"22,738"
Yes	"22,743"
Yes	"22,744"
Yes	"22,745"
Yes	"22,750"
Yes	"22,757"
No	"22,767"
Yes	"22,773"
Yes	"22,774"
Yes	"22,775"
Yes	"22,783"
Yes	"22,784"
Yes	"22,792"
No	"22,802"
No	"22,804"
No	"22,805"
Yes	"22,819"
Yes	"22,827"
Yes	"22,839"
Yes	"22,853"
Yes	"23,802"
Yes	"23,384"
Yes	"23,406"
Yes	"23,408"
Yes	"23,814"
Yes	"23,816"
Yes	"23,821"
Yes	"23,822"
Yes	"23,823"
Yes	"23,826"
Yes	"23,836"
Yes	"22,860"
Yes	"22,865"
Yes	"22,866"
Yes	"22,874"
Yes	"22,882"
No	"22,887"
Yes	"22,897"
Yes	"22,908"
Yes	"22,909"
Yes	"22,932"
Yes	"22,666"
Yes	"22,981"
Yes	"22,983"
Yes	"22,987"
Yes	"23,928"
Yes	"23,967"
Yes	"23,313"
Yes	"23,322"
Yes	"23,983"
Yes	"23,996"
Yes	"24,008"
Yes	"21,960"
Yes	"24,015"
Yes	"24,022"
Yes	"24,026"
Yes	"24,030"
Yes	"23,345"
No	"23,347"
Yes	"23,729"
Yes	"1,398"
Yes	"21,498"
No	"23,026"
Yes	"23,047"
Yes	"4,350"
Yes	"23,126"
Yes	"23,133"
No	"23,139"
Yes	"23,154"
Yes	"23,155"
No	"23,184"
No	"23,187"
Yes	"24,012"
Yes	"23,678"
Yes	"23,941"
Yes	"23,410"
Yes	"23,404"
Yes	"23,846"
Yes	"23,855"
Yes	"23,351"
No	"23,353"
Yes	"23,863"
Yes	"23,871"
Yes	"23,879"
No	"23,194"
Yes	"23,274"
Yes	"23,283"
Yes	"23,285"
Yes	"23,286"
Yes	"23,295"
No	"23,199"
Yes	"23,200"
Yes	"23,201"
No	"23,206"
No	"23,213"
Yes	"23,227"
Yes	"23,234"
No	"23,242"
Yes	"23,245"
No	"23,269"
Yes	"23,270"
Yes	"23,278"
Yes	"23,304"
Yes	"23,306"
No	"23,307"
Yes	"23,334"
Yes	"23,358"
Yes	"23,425"
Yes	"23,432"
Yes	"23,439"
Yes	"23,485"
Yes	"23,489"
Yes	"23,491"
Yes	"23,507"
Yes	"23,514"
Yes	"23,517"
Yes	"23,555"
Yes	"23,559"
Yes	"23,566"
Yes	"23,568"
Yes	"23,569"
Yes	"23,574"
No	"23,083"
Yes	"23,085"
Yes	"23,093"
Yes	"23,094"
No	"23,077"
Yes	"23,686"
Yes	"22,646"
Yes	"20,972"
Yes	"22,169"
Yes	"22,171"
Yes	"22,382"
Yes	"22,392"
Yes	"22,401"
Yes	"22,406"
No	"22,407"
Yes	"22,418"
Yes	"22,419"
Yes	"22,423"
Yes	"23,697"
Yes	"23,703"
Yes	"23,717"
Yes	"23,728"
Yes	"19,396"
Yes	"2,014"
Yes	"19,417"
Yes	"19,421"
No	"2,176"
No	"1,981"
Yes	"2,197"
Yes	"19,613"
Yes	"19,714"
Yes	"20,088"
Yes	"20,089"
Yes	"20,170"
Yes	"20,162"
No	"20,180"
No	"18,632"
Yes	"1,942"
Yes	"19,384"
Yes	"17,206"
Yes	"17,402"
Yes	"17,409"
No	"1,193"
Yes	237
No	"2,000"
Yes	"19,289"
No	"1,827"
Yes	"1,831"
Yes	"1,834"
Yes	"20,132"
Yes	"20,133"
Yes	"20,135"
Yes	"20,136"
No	"18,326"
No	"18,315"
No	"1,946"
No	"1,949"
No	"1,951"
Yes	293
No	"15,178"
Yes	"22,605"
Yes	"23,039"
No	"22,486"
Yes	"22,494"
Yes	"22,498"
No	"23,076"
No	"19,089"
No	"19,093"
No	"14,970"
Yes	"1,866"
Yes	"18,332"
Yes	"18,334"
Yes	"18,349"
Yes	"1,658"
Yes	"18,359"
Yes	"18,365"
Yes	"18,368"
No	"20,272"
Yes	"20,280"
Yes	"23,106"
Yes	"23,124"
No	"23,125"
Yes	"16,102"
Yes	"16,108"
Yes	"16,116"
Yes	"16,125"
Yes	"16,503"
Yes	"16,504"
Yes	"16,587"
Yes	"1,680"
No	"1,490"
No	"1,495"
No	"1,497"
Yes	"10,285"
Yes	"10,272"
Yes	"21,040"
Yes	"21,073"
Yes	"21,081"
Yes	"21,082"
Yes	"21,103"
Yes	"20,925"
Yes	"16,828"
Yes	"16,606"
Yes	"16,833"
Yes	"16,831"
Yes	"18,744"
Yes	"18,745"
Yes	"18,746"
Yes	"1,992"
No	"18,765"
No	"1,789"
No	"20,299"
Yes	"20,304"
Yes	"2,097"
Yes	"20,311"
Yes	"20,312"
No	"20,325"
Yes	"20,332"
Yes	"20,340"
Yes	"1,508"
No	"1,463"
Yes	"1,488"
No	"1,461"
Yes	"1,487"
No	"1,514"
No	"19,097"
Yes	"8,513"
No	"18,766"
No	"18,770"
No	"19,012"
No	"19,022"
No	"19,023"
No	"19,024"
Yes	"19,029"
No	111
No	"1,403"
Yes	267
Yes	"18,025"
Yes	"18,026"
Yes	"19,063"
Yes	"18,468"
Yes	"18,470"
Yes	"18,471"
No	"21,130"
No	"21,134"
No	"21,147"
No	"21,152"
Yes	"1,777"
Yes	"17,052"
Yes	"17,200"
No	264
Yes	"15,197"
Yes	"1,417"
Yes	"1,998"
Yes	"1,279"
Yes	"1,280"
Yes	"1,286"
Yes	"20,967"
Yes	"16,835"
Yes	255
Yes	"18,476"
Yes	"19,068"
Yes	"18,479"
No	"18,480"
Yes	"18,482"
Yes	"18,994"
No	"18,997"
No	"19,002"
Yes	"16,838"
Yes	"16,850"
Yes	"16,852"
Yes	540
No	"1,516"
No	"1,232"
Yes	"1,524"
Yes	960
Yes	10
Yes	"1,630"
No	"1,430"
No	"1,429"
No	"1,435"
Yes	"16,979"
Yes	"1,185"
Yes	"16,867"
Yes	"1,186"
Yes	"16,882"
No	166
Yes	"16,891"
Yes	959
Yes	"18,811"
Yes	"18,813"
Yes	"18,814"
Yes	"15,635"
Yes	"15,965"
No	"15,286"
No	"1,306"
No	"1,326"
No	"1,327"
No	"1,328"
No	"17,525"
Yes	383
Yes	"17,584"
Yes	"17,595"
Yes	"15,420"
Yes	"15,460"
Yes	"15,462"
Yes	"15,464"
No	"15,979"
Yes	246
Yes	"16,747"
No	"16,780"
No	"17,431"
Yes	"17,438"
No	"19,053"
No	"17,528"
No	"1,300"
No	"18,775"
No	"18,778"
Yes	"18,783"
Yes	"15,232"
Yes	"18,798"
Yes	"19,783"
No	"19,788"
No	"19,724"
Yes	"19,612"
Yes	"2,217"
Yes	"2,145"
Yes	"15,655"
Yes	"15,708"
Yes	"15,710"
Yes	"15,720"
Yes	"16,080"
Yes	"15,848"
Yes	375
Yes	"15,870"
No	"15,878"
Yes	"2,447"
Yes	"2,450"
Yes	428
Yes	"21,162"
No	"21,165"
Yes	"21,172"
No	"21,184"
Yes	332
Yes	"16,819"
Yes	"17,016"
Yes	"17,024"
Yes	"17,025"
Yes	"17,040"
Yes	"1,659"
No	"1,173"
Yes	"1,661"
No	"1,663"
Yes	"19,306"
No	"16,384"
Yes	"16,732"
Yes	379
Yes	"16,960"
Yes	"16,961"
Yes	"16,962"
Yes	"16,965"
Yes	"15,908"
Yes	381
Yes	"15,912"
Yes	"17,321"
Yes	"15,454"
Yes	"15,463"
Yes	"16,611"
No	171
Yes	"15,475"
Yes	"15,476"
Yes	180
Yes	182
Yes	185
Yes	"1,841"
Yes	"1,843"
Yes	"2,023"
Yes	"19,472"
Yes	"20,430"
Yes	150
No	"15,292"
Yes	192
Yes	194
Yes	201
No	"1,776"
Yes	"17,233"
Yes	"17,234"
Yes	"17,238"
Yes	"17,239"
Yes	"17,245"
Yes	"18,273"
Yes	"20,414"
Yes	"17,263"
No	"19,382"
Yes	"19,319"
Yes	"18,875"
Yes	"2,168"
No	"18,603"
No	"18,614"
Yes	"18,610"
Yes	"18,613"
No	"18,620"
Yes	"18,623"
Yes	"19,344"
Yes	"19,350"
Yes	"19,360"
Yes	"18,298"
Yes	"18,311"
Yes	"1,154"
Yes	"19,655"
Yes	"19,660"
No	"19,667"
No	"15,054"
Yes	"2,847"
Yes	"3,170"
Yes	"1,206"
Yes	"17,842"
No	"18,219"
Yes	"18,226"
Yes	"18,227"
Yes	"18,230"
Yes	"18,244"
Yes	"18,248"
Yes	"19,576"
Yes	"19,577"
Yes	"19,580"
Yes	"16,219"
Yes	"16,559"
Yes	"16,562"
Yes	"16,563"
Yes	"16,564"
Yes	"14,912"
Yes	"15,192"
Yes	"5,135"
No	234
Yes	"18,256"
Yes	"15,489"
Yes	"18,270"
Yes	"18,275"
Yes	"19,944"
Yes	"19,959"
Yes	"19,960"
Yes	"19,963"
Yes	"19,983"
Yes	"19,984"
Yes	"19,988"
Yes	"20,622"
Yes	"15,953"
Yes	"19,698"
Yes	"15,853"
Yes	"15,854"
Yes	"15,856"
No	500
Yes	"15,866"
Yes	"15,873"
Yes	"15,885"
Yes	"15,888"
Yes	"15,893"
Yes	980
No	981
No	"16,914"
Yes	"15,512"
Yes	"16,913"
Yes	"15,974"
Yes	"15,986"
Yes	"20,645"
Yes	"13,400"
No	"13,361"
Yes	"13,401"
Yes	"14,849"
Yes	"18,978"
Yes	"15,992"
Yes	"16,015"
Yes	984
Yes	398
Yes	31
Yes	"2,733"
Yes	"2,704"
Yes	"2,694"
Yes	"15,609"
Yes	"17,109"
Yes	"16,139"
Yes	"17,266"
Yes	"17,268"
Yes	"17,284"
Yes	"17,296"
Yes	"15,231"
Yes	"16,397"
Yes	"21,261"
Yes	"16,410"
Yes	"16,439"
Yes	785
Yes	788
Yes	"16,463"
Yes	"3,149"
Yes	"2,852"
No	"15,751"
Yes	"15,752"
Yes	"15,757"
Yes	502
Yes	"15,803"
Yes	"17,114"
Yes	"15,633"
Yes	"15,641"
No	"18,584"
Yes	"17,141"
No	"16,697"
Yes	"3,080"
Yes	33
Yes	"20,349"
Yes	"20,351"
Yes	"2,887"
Yes	"2,895"
Yes	92
Yes	"5,371"
Yes	"5,369"
Yes	"15,049"
Yes	593
Yes	673
Yes	"15,811"
Yes	"15,813"
Yes	"15,829"
Yes	469
No	101
Yes	483
Yes	489
Yes	491
Yes	493
Yes	"2,674"
Yes	37
Yes	"2,713"
No	"2,741"
Yes	"10,848"
Yes	"3,060"
Yes	"3,049"
No	"20,434"
Yes	698
Yes	9
Yes	21
Yes	"15,657"
Yes	"15,658"
Yes	"15,665"
Yes	"15,779"
Yes	"15,796"
No	"15,730"
Yes	"15,923"
No	"20,374"
No	425
No	431
Yes	"22,372"
Yes	"20,975"
No	281
No	"15,154"
No	"14,852"
No	"15,118"
Yes	"15,107"
No	"14,934"
Yes	"14,928"
Yes	107
Yes	"3,155"
No	"12,374"
No	511
No	"14,990"
No	"14,992"
Yes	"8,538"
No	"8,524"
Yes	"12,299"
Yes	"10,206"
No	"10,201"
Yes	28
No	"12,411"
Yes	"20,008"
Yes	"20,010"
Yes	"20,016"
Yes	"19,801"
Yes	"19,531"
Yes	"19,536"
Yes	"16,028"
Yes	"20,660"
Yes	"16,049"
Yes	610
Yes	"16,367"
Yes	"16,375"
Yes	523
Yes	525
Yes	532
Yes	"19,118"
No	"14,862"
Yes	"19,140"
Yes	"19,141"
Yes	"19,142"
No	"19,238"
Yes	"19,240"
